Dates	Open Interest (All)	Noncommercial Positions-Long (All)	Noncommercial Positions-Short (All)	Noncommercial Positions-Spreading (All)	Commercial Positions-Long (All)	Commercial Positions-Short (All)	 Total Reportable Positions-Long (All)	Total Reportable Positions-Short (All)	Nonreportable Positions-Long (All)	Nonreportable Positions-Short (All)			NCMNET	COMNET	TOTNET	NONNET
09-10-12	194867	10355	6970	298	124001	154133	134654	161401	60213	33466			3385	-30132	-26747	26747
16-10-12	198942	10712	6874	257	127447	154876	138416	162007	60526	36935			3838	-27429	-23591	23591
23-10-12	207176	10255	13603	207	134059	160247	144521	174057	62655	33119			-3348	-26188	-29536	29536
30-10-12	205849	10233	8934	214	135331	160329	145778	169477	60071	36372			1299	-24998	-23699	23699
06-11-12	208302	10267	8877	211	140610	159559	151088	168647	57214	39655			1390	-18949	-17559	17559
13-11-12	212911	12434	6363	212	140795	159744	153441	166319	59470	46592			6071	-18949	-12878	12878
20-11-12	227967	14558	5035	181	149280	158998	164019	164214	63948	63753			9523	-9718	-195	195
27-11-12	224065	13360	6271	1385	149219	153187	163964	160843	60101	63222			7089	-3968	3121	-3121
04-12-12	220584	13632	6031	2346	143694	151536	159672	159913	60912	60671			7601	-7842	-241	241
11-12-12	221731	22798	5770	3658	133502	155376	159958	164804	61773	56927			17028	-21874	-4846	4846
18-12-12	244816	23444	7358	3767	154302	194921	181513	206046	63303	38770			16086	-40619	-24533	24533
24-12-12	176106	10736	1328	3538	108743	131430	123017	136296	53089	39810			9408	-22687	-13279	13279
31-12-12	186152	15406	2444	3932	113236	141237	132574	147613	53578	38539			12962	-28001	-15039	15039
08-01-13	191501	14816	8767	2680	121771	150778	139267	162225	52234	29276			6049	-29007	-22958	22958
15-01-13	186117	15903	1954	876	114236	145160	131015	147990	55102	38127			13949	-30924	-16975	16975
22-01-13	198823	15841	3021	762	114244	162986	130847	166769	67976	32054			12820	-48742	-35922	35922
29-01-13	207160	17421	3521	963	132211	170557	150595	175041	56565	32119			13900	-38346	-24446	24446
05-02-13	207632	17371	4737	1063	132487	171644	150921	177444	56711	30188			12634	-39157	-26523	26523
12-02-13	213129	18000	1717	1465	137063	165164	156528	168346	56601	44783			16283	-28101	-11818	11818
19-02-13	227085	20547	3281	1343	144322	180612	166212	185236	60873	41849			17266	-36290	-19024	19024
26-02-13	227911	22067	12148	1536	148133	161239	171736	174923	56175	52988			9919	-13106	-3187	3187
05-03-13	237188	23594	5998	1890	153024	164967	178508	172855	58680	64333			17596	-11943	5653	-5653
12-03-13	257778	25884	6430	2924	170853	185028	199661	194382	58117	63396			19454	-14175	5279	-5279
19-03-13	155000	14341	8646	964	92240	116398	107545	126008	47455	28992			5695	-24158	-18463	18463
26-03-13	159612	13804	9433	1018	95682	111340	110504	121791	49108	37821			4371	-15658	-11287	11287
02-04-13	161667	12429	7897	624	96779	113800	109832	122321	51835	39346			4532	-17021	-12489	12489
09-04-13	167504	14023	7192	621	99236	115446	113880	123259	53624	44245			6831	-16210	-9379	9379
16-04-13	165625	12523	11284	980	98561	119300	112064	131564	53561	34061			1239	-20739	-19500	19500
23-04-13	176666	14855	10712	1051	104750	121433	120656	133196	56010	43470			4143	-16683	-12540	12540
30-04-13	173796	12997	10512	1059	101584	125092	115640	136663	58156	37133			2485	-23508	-21023	21023
07-05-13	178306	13936	10219	962	101897	127777	116795	138958	61511	39348			3717	-25880	-22163	22163
14-05-13	188695	16551	11530	978	112191	134661	129720	147169	58975	41526			5021	-22470	-17449	17449
21-05-13	192433	16019	13016	1324	119794	142233	137137	156573	55296	35860			3003	-22439	-19436	19436
28-05-13	199578	15652	14184	1560	124235	149014	141447	164758	58131	34820			1468	-24779	-23311	23311
04-06-13	205916	14694	19457	1494	129160	145448	145348	166399	60568	39517			-4763	-16288	-21051	21051
11-06-13	215121	13871	10383	1583	133283	144867	148737	156833	66384	58288			3488	-11584	-8096	8096
18-06-13	242088	20103	11290	1923	156382	152197	178408	165410	63680	76678			8813	4185	12998	-12998
25-06-13	157168	14415	2185	277	89396	107952	104088	110414	53080	46754			12230	-18556	-6326	6326
02-07-13	162285	13082	4694	243	97356	112243	110681	117180	51604	45105			8388	-14887	-6499	6499
09-07-13	161011	14165	1663	165	94194	109957	108524	111785	52487	49226			12502	-15763	-3261	3261
16-07-13	159348	12889	660	167	93482	110128	106538	110955	52810	48393			12229	-16646	-4417	4417
23-07-13	164617	13479	1299	1080	98620	119933	113179	122312	51438	42305			12180	-21313	-9133	9133
30-07-13	162690	12606	2234	1209	95828	118942	109643	122385	53047	40305			10372	-23114	-12742	12742
06-08-13	163175	13183	3771	835	94460	119392	108478	123998	54697	39177			9412	-24932	-15520	15520
13-08-13	162988	12378	3943	901	97761	113220	111040	118064	51948	44924			8435	-15459	-7024	7024
20-08-13	169064	12885	5119	1834	103161	109222	117880	116175	51184	52889			7766	-6061	1705	-1705
27-08-13	181394	12144	8837	1892	115958	106725	129994	117454	51400	63940			3307	9233	12540	-12540
03-09-13	192654	12490	5884	1823	125538	106415	139851	114122	52803	78532			6606	19123	25729	-25729
10-09-13	201056	13344	1671	1845	131632	113977	146821	117493	54235	83563			11673	17655	29328	-29328
17-09-13	250157	19590	3588	1811	174914	165554	196315	170953	53842	79204			16002	9360	25362	-25362
24-09-13	150754	12485	1441	407	89451	114553	102343	116401	48411	34353			11044	-25102	-14058	14058
01-10-13	152906	13815	5248	374	87444	111299	101633	116921	51273	35985			8567	-23855	-15288	15288
08-10-13	155413	13455	7668	371	90323	106046	104149	114085	51264	41328			5787	-15723	-9936	9936
15-10-13	157023	14120	2188	383	91151	113131	105654	115702	51369	41321			11932	-21980	-10048	10048
22-10-13	161973	15667	1161	485	95018	124144	111170	125790	50803	36183			14506	-29126	-14620	14620
29-10-13	166790	16566	1153	499	100988	130724	118053	132376	48737	34414			15413	-29736	-14323	14323
05-11-13	165992	14249	4370	494	100484	130148	115227	135012	50765	30980			9879	-29664	-19785	19785
12-11-13	166324	15952	3928	599	99022	134303	115573	138830	50751	27494			12024	-35281	-23257	23257
19-11-13	169135	16564	1640	416	102655	135600	119635	137656	49500	31479			14924	-32945	-18021	18021
26-11-13	168933	15536	3374	294	103114	139923	118944	143591	49989	25342			12162	-36809	-24647	24647
03-12-13	164842	12334	6074	335	101527	133266	114196	139675	50646	25167			6260	-31739	-25479	25479
10-12-13	175153	14808	1994	608	105956	140760	121372	143362	53781	31791			12814	-34804	-21990	21990
17-12-13	199902	19480	2766	1911	128323	160465	149714	165142	50188	34760			16714	-32142	-15428	15428
24-12-13	134756	9599	2963	124	72712	108375	82435	111462	52321	23294			6636	-35663	-29027	29027
31-12-13	142559	7619	6239	123	77281	113728	85023	120090	57536	22469			1380	-36447	-35067	35067
07-01-14	141573	8323	4114	123	76527	112943	84973	117180	56600	24393			4209	-36416	-32207	32207
14-01-14	142427	9847	6801	290	80630	111595	90767	118686	51660	23741			3046	-30965	-27919	27919
21-01-14	147787	10422	3942	294	92953	119623	103669	123859	44118	23928			6480	-26670	-20190	20190
28-01-14	161367	11676	4972	617	104171	119508	116464	125097	44903	36270			6704	-15337	-8633	8633
04-02-14	174754	11441	14437	613	117318	112655	129372	127705	45382	47049			-2996	4663	1667	-1667
11-02-14	192719	11540	7077	681	132092	117961	144313	125719	48406	67000			4463	14131	18594	-18594
18-02-14	201030	11192	6871	596	139881	119294	151669	126761	49361	74269			4321	20587	24908	-24908
25-02-14	212848	12074	6386	582	148223	125134	160879	132102	51969	80746			5688	23089	28777	-28777
04-03-14	220157	10484	7653	610	158679	130042	169773	138305	50384	81852			2831	28637	31468	-31468
11-03-14	225984	11265	4856	710	160811	133828	172786	139394	53198	86590			6409	26983	33392	-33392
18-03-14	253922	13205	4490	751	188911	167583	202867	172824	51055	81098			8715	21328	30043	-30043
25-03-14	123300	9681	2677	562	67034	97121	77277	100360	46023	22940			7004	-30087	-23083	23083
01-04-14	121259	12355	3370	278	62346	92590	74979	96238	46280	25021			8985	-30244	-21259	21259
08-04-14	124265	14887	2752	343	63664	95204	78894	98299	45371	25966			12135	-31540	-19405	19405
15-04-14	126353	13545	5753	381	64029	89645	77955	95779	48398	30574			7792	-25616	-17824	17824
22-04-14	128093	13627	2447	383	68217	91545	82227	94375	45866	33718			11180	-23328	-12148	12148
29-04-14	132228	16449	2191	386	67596	96623	84431	99200	47797	33028			14258	-29027	-14769	14769
06-05-14	133507	13723	5266	390	73654	97454	87767	103110	45740	30397			8457	-23800	-15343	15343
13-05-14	138748	14057	2074	390	77591	99689	92038	102153	46710	36595			11983	-22098	-10115	10115
20-05-14	150097	13188	5132	314	86350	102491	99852	107937	50245	42160			8056	-16141	-8085	8085
27-05-14	149768	13332	3059	313	89292	101798	102937	105170	46831	44598			10273	-12506	-2233	2233
03-06-14	156343	11307	7200	426	96574	103615	108307	111241	48036	45102			4107	-7041	-2934	2934
10-06-14	171392	14881	3557	788	109208	111803	124877	116148	46515	55244			11324	-2595	8729	-8729
17-06-14	205504	16865	4232	1902	137835	139914	156602	146048	48902	59456			12633	-2079	10554	-10554
24-06-14	132619	12145	6516	410	80730	92322	93285	99248	39334	33371			5629	-11592	-5963	5963
01-07-14	138887	12059	7709	267	86068	94750	98394	102726	40493	36161			4350	-8682	-4332	4332
08-07-14	140877	14041	8201	264	87677	94927	101982	103392	38895	37485			5840	-7250	-1410	1410
15-07-14	139389	10665	9883	443	87381	99602	98489	109928	40900	29461			782	-12221	-11439	11439
22-07-14	147718	11575	9388	440	95056	102911	107071	112739	40647	34979			2187	-7855	-5668	5668
29-07-14	152416	12158	9598	440	98899	106765	111497	116803	40919	35613			2560	-7866	-5306	5306
05-08-14	159862	11001	13597	471	107118	108917	118590	122985	41272	36877			-2596	-1799	-4395	4395
12-08-14	160239	11289	7433	449	107930	106223	119668	114105	40571	46134			3856	1707	5563	-5563
19-08-14	163550	12043	7781	449	109971	107047	122463	115277	41087	48273			4262	2924	7186	-7186
26-08-14	164128	11189	7958	424	111468	106803	123081	115185	41047	48943			3231	4665	7896	-7896
02-09-14	164798	10110	7997	414	113760	106591	124284	115002	40514	49796			2113	7169	9282	-9282
09-09-14	169868	10341	10356	414	115606	108761	126361	119531	43507	50337			-15	6845	6830	-6830
16-09-14	217527	16980	5749	9670	146591	135746	173241	151165	44286	66362			11231	10845	22076	-22076
23-09-14	127233	11347	12027	452	74874	99151	86673	111630	40560	15603			-680	-24277	-24957	24957
30-09-14	128148	10153	12232	414	75759	100255	86326	112901	41822	15247			-2079	-24496	-26575	26575
07-10-14	128038	11414	18741	615	75328	94725	87357	114081	40681	13957			-7327	-19397	-26724	26724
14-10-14	129557	11429	11743	1233	75491	95226	88153	108202	41404	21355			-314	-19735	-20049	20049
21-10-14	154730	13820	14463	1054	93454	86177	108328	101694	46402	53036			-643	7277	6634	-6634
28-10-14	156225	12609	16516	525	98376	89002	111510	106043	44715	50182			-3907	9374	5467	-5467
04-11-14	152558	13830	8010	1825	93978	102956	109633	112791	42925	39767			5820	-8978	-3158	3158
11-11-14	145896	13136	7506	2388	87542	99958	103066	109852	42830	36044			5630	-12416	-6786	6786
18-11-14	148714	13865	7666	3699	88318	104704	105882	116069	42832	32645			6199	-16386	-10187	10187
25-11-14	155456	16227	9403	3673	92718	109502	112618	122578	42838	32878			6824	-16784	-9960	9960
02-12-14	154699	17151	9447	3941	93793	114662	114885	128050	39814	26649			7704	-20869	-13165	13165
09-12-14	154879	16227	11111	4016	95183	116048	115426	131175	39453	23704			5116	-20865	-15749	15749
16-12-14	173359	15905	9495	3896	105878	137159	125679	150550	47680	22809			6410	-31281	-24871	24871
23-12-14	124603	14762	7293	3589	68844	97556	87195	108438	37408	16165			7469	-28712	-21243	21243
30-12-14	127891	12702	7060	3589	70741	99021	87032	109670	40859	18221			5642	-28280	-22638	22638
06-01-15	125814	11588	12114	1259	72154	96739	85001	110112	40813	15702			-526	-24585	-25111	25111
13-01-15	128602	11587	10881	459	79956	100137	92002	111477	36600	17125			706	-20181	-19475	19475
20-01-15	130382	13460	9075	266	78929	95534	92655	104875	37727	25507			4385	-16605	-12220	12220
27-01-15	132255	13118	10727	298	82237	98150	95653	109175	36602	23080			2391	-15913	-13522	13522
03-02-15	142849	12984	11531	316	89691	91947	102991	103794	39858	39055			1453	-2256	-803	803
10-02-15	145465	13552	10810	295	90317	85891	104164	96996	41301	48469			2742	4426	7168	-7168
17-02-15	143635	11764	7800	290	90245	83196	102299	91286	41336	52349			3964	7049	11013	-11013
24-02-15	151768	10773	8865	246	99409	85130	110428	94241	41340	57527			1908	14279	16187	-16187
03-03-15	158140	11217	9137	246	104113	84247	115576	93630	42564	64510			2080	19866	21946	-21946
10-03-15	194416	11375	10694	265	136400	94865	148040	105824	46376	88592			681	41535	42216	-42216
17-03-15	220306	15963	4275	678	163217	119541	179858	124494	40448	95812			11688	43676	55364	-55364
24-03-15	103073	11932	1102	134	55879	69532	67945	70768	35128	32305			10830	-13653	-2823	2823
31-03-15	102704	11948	5276	282	55907	59559	68137	65117	34567	37587			6672	-3652	3020	-3020
07-04-15	109563	12130	2419	243	62175	62267	74548	64929	35015	44634			9711	-92	9619	-9619
14-04-15	110473	12038	2072	273	62513	64431	74824	66776	35649	43697			9966	-1918	8048	-8048
21-04-15	114794	13095	2225	1004	66634	62705	80733	65934	34061	48860			10870	3929	14799	-14799
28-04-15	118284	12406	1941	126	71077	65129	83609	67196	34675	51088			10465	5948	16413	-16413
05-05-15	120401	12429	2467	125	74304	58600	86858	61192	33543	59209			9962	15704	25666	-25666
12-05-15	123309	12541	3294	304	76526	63608	89371	67206	33938	56103			9247	12918	22165	-22165
19-05-15	129893	13664	1734	236	82196	76651	96096	78621	33797	51272			11930	5545	17475	-17475
26-05-15	128552	11241	3121	549	80557	72001	92347	75671	36205	52881			8120	8556	16676	-16676
02-06-15	129592	11018	3717	257	80800	71694	92075	75668	37517	53924			7301	9106	16407	-16407
09-06-15	150584	11430	5109	317	99823	77689	111570	83115	39014	67469			6321	22134	28455	-28455
16-06-15	175504	10285	3104	212	123663	81512	134160	84828	41344	90676			7181	42151	49332	-49332
23-06-15	93876	9362	444	211	50306	51515	59879	52170	33997	41706			8918	-1209	7709	-7709
30-06-15	96685	10589	6576	1411	52619	43905	64619	51892	32066	44793			4013	8714	12727	-12727
07-07-15	107003	9488	421	1411	61733	41368	72632	43200	34371	63803			9067	20365	29432	-29432
14-07-15	107388	11261	371	1886	60900	48985	74047	51242	33341	56146			10890	11915	22805	-22805
21-07-15	104900	9867	637	1411	59488	52586	70766	54634	34134	50266			9230	6902	16132	-16132
28-07-15	106140	9889	2601	1411	59781	53443	71081	57455	35059	48685			7288	6338	13626	-13626
04-08-15	109579	10589	3002	1298	61293	51759	73180	56059	36399	53520			7587	9534	17121	-17121
11-08-15	115656	11998	3724	1296	66867	53256	80161	58276	35495	57380			8274	13611	21885	-21885
18-08-15	119495	14136	1995	1296	72537	51930	87969	55221	31526	64274			12141	20607	32748	-32748
25-08-15	153390	16115	6567	222	104360	58171	120697	64960	32693	88430			9548	46189	55737	-55737
01-09-15	172435	15288	5740	236	123860	58819	139384	64795	33051	107640			9548	65041	74589	-74589
08-09-15	191680	17345	2918	241	144163	63847	161749	67006	29931	124674			14427	80316	94743	-94743
15-09-15	213617	18452	1872	1432	159686	90649	179570	93953	34047	119664			16580	69037	85617	-85617
22-09-15	102834	11145	3907	205	62207	34497	73557	38609	29277	64225			7238	27710	34948	-34948
29-09-15	103295	12630	1855	411	61435	39792	74476	42058	28819	61237			10775	21643	32418	-32418
06-10-15	110589	12563	1184	642	66709	41509	79914	43335	30675	67254			11379	25200	36579	-36579
13-10-15	105550	11800	2614	206	62277	44740	74283	47560	31267	57990			9186	17537	26723	-26723
20-10-15	104294	13786	2871	342	59562	47352	73690	50565	30604	53729			10915	12210	23125	-23125
27-10-15	98974	12207	3372	214	57536	59985	69957	63571	29017	35403			8835	-2449	6386	-6386
03-11-15	99822	9973	4576	313	57083	65640	67369	70529	32453	29293			5397	-8557	-3160	3160
10-11-15	104304	10702	5383	2060	59034	62024	71796	69467	32508	34837			5319	-2990	2329	-2329
17-11-15	105789	11692	3059	3213	57967	60064	72872	66336	32917	39453			8633	-2097	6536	-6536
24-11-15	102886	11175	3165	2499	54802	65381	68476	71045	34410	31841			8010	-10579	-2569	2569
01-12-15	103937	12640	3596	2788	55892	69871	71320	76255	32617	27682			9044	-13979	-4935	4935
08-12-15	102931	10445	3751	2588	59790	78073	72823	84412	30108	18519			6694	-18283	-11589	11589
15-12-15	128457	15035	4995	3473	63753	79654	82261	88122	46196	40335			10040	-15901	-5861	5861
22-12-15	83587	9939	2260	2684	42608	28938	55231	33882	28356	49705			7679	13670	21349	-21349
29-12-15	83193	10075	3329	2368	40922	34851	53365	40548	29828	42645			6746	6071	12817	-12817
05-01-16	97272	10619	6593	1950	56645	35677	69214	44220	28058	53052			4026	20968	24994	-24994
12-01-16	100768	9925	6070	564	63392	32932	73881	39566	26887	61202			3855	30460	34315	-34315
19-01-16	108673	9684	6036	794	70288	35357	80766	42187	27907	66486			3648	34931	38579	-38579
26-01-16	107227	9729	6936	844	68623	36026	79196	43806	28031	63421			2793	32597	35390	-35390
02-02-16	121771	9691	9881	846	85079	38089	95616	48816	26155	72955			-190	46990	46800	-46800
09-02-16	129491	11421	5041	1065	89773	41323	102259	47429	27232	82062			6380	48450	54830	-54830
16-02-16	140384	11235	11877	851	99254	46331	111340	59059	29044	81325			-642	52923	52281	-52281
23-02-16	142533	11011	11432	842	102631	43427	114484	55701	28049	86832			-421	59204	58783	-58783
01-03-16	146272	11726	12640	843	102900	43326	115469	56809	30803	89463			-914	59574	58660	-58660
08-03-16	157773	14144	9900	843	105724	44517	120711	55260	37062	102513			4244	61207	65451	-65451
15-03-16	155794	13584	10027	1083	102253	48241	116920	59351	38874	96443			3557	54012	57569	-57569
22-03-16	60257	10385	6277	122	20295	28442	30802	34841	29455	25416			4108	-8147	-4039	4039
29-03-16	62229	11208	6007	122	20896	29913	32226	36042	30003	26187			5201	-9017	-3816	3816
05-04-16	66906	11757	6579	123	26556	38090	38436	44792	28470	22114			5178	-11534	-6356	6356
12-04-16	73167	14070	6462	1188	29188	44586	44446	52236	28721	20931			7608	-15398	-7790	7790
19-04-16	72173	13412	164	1146	27726	54835	42284	56145	29889	16028			13248	-27109	-13861	13861
26-04-16	79546	15110	1584	101	25499	62155	40710	63840	38836	15706			13526	-36656	-23130	23130
03-05-16	77934	12349	4164	105	27509	56560	39963	60829	37971	17105			8185	-29051	-20866	20866
10-05-16	75781	12247	4358	106	28369	55437	40722	59901	35059	15880			7889	-27068	-19179	19179
17-05-16	74289	12650	4393	176	32067	52224	44893	56793	29396	17496			8257	-20157	-11900	11900
24-05-16	78663	12092	3165	1053	36549	51597	49694	55815	28969	22848			8927	-15048	-6121	6121
31-05-16	83810	11955	5888	50	44298	51773	56303	57711	27507	26099			6067	-7475	-1408	1408
07-06-16	91279	12059	2742	50	50146	53705	62255	56497	29024	34782			9317	-3559	5758	-5758
14-06-16	106089	12193	5359	704	63151	65713	76048	71776	30041	34313			6834	-2562	4272	-4272
21-06-16	64756	8620	4635	50	27106	33704	35776	38389	28980	26367			3985	-6598	-2613	2613
28-06-16	83283	9077	7415	24	45138	35055	54239	42494	29044	40789			1662	10083	11745	-11745
05-07-16	88405	9464	7213	1	49685	38449	59150	45663	29255	42742			2251	11236	13487	-13487
12-07-16	91999	10373	5183	613	48890	47877	59876	53673	32123	38326			5190	1013	6203	-6203
19-07-16	95493	11253	4238	27	52681	56255	63961	60520	31532	34973			7015	-3574	3441	-3441
26-07-16	95282	12137	3019	54	52876	59216	65067	62289	30215	32993			9118	-6340	2778	-2778
02-08-16	95301	15213	4406	25	51174	65105	66412	69536	28889	25765			10807	-13931	-3124	3124
09-08-16	92245	15310	3060	25	47424	65727	62759	68812	29486	23433			12250	-18303	-6053	6053
16-08-16	94253	14558	6883	25	50839	66416	65422	73324	28831	20929			7675	-15577	-7902	7902
23-08-16	99569	14321	10598	27	55232	71739	69580	82364	29989	17205			3723	-16507	-12784	12784
30-08-16	99912	18883	10045	25	47328	74581	66236	84651	33676	15261			8838	-27253	-18415	18415
06-09-16	105114	15862	10729	35	55398	78453	71295	89217	33819	15897			5133	-23055	-17922	17922
13-09-16	122381	14223	14368	1320	71534	73244	87077	88932	35304	33449			-145	-1710	-1855	1855
20-09-16	61335	7358	6683	25	27083	30138	34466	36846	26869	24489			675	-3055	-2380	2380
27-09-16	63904	8409	3274	26	28222	35874	36657	39174	27247	24730			5135	-7652	-2517	2517
04-10-16	74374	8878	7170	25	38501	33331	47404	40526	26970	33848			1708	5170	6878	-6878
11-10-16	78057	7883	3333	25	39912	34119	47820	37477	30237	40580			4550	5793	10343	-10343
18-10-16	76124	9581	1531	25	37808	33439	47414	34995	28710	41129			8050	4369	12419	-12419
25-10-16	82311	7371	3059	25	47093	35246	54489	38330	27822	43981			4312	11847	16159	-16159
01-11-16	83944	8083	1966	25	48240	34439	56348	36430	27596	47514			6117	13801	19918	-19918
08-11-16	86792	12169	1826	747	44731	37375	57647	39948	29145	46844			10343	7356	17699	-17699
15-11-16	84290	9245	2542	25	46146	39778	55416	42345	28874	41945			6703	6368	13071	-13071
22-11-16	90433	9165	3628	75	50940	39197	60180	42900	30253	47533			5537	11743	17280	-17280
29-11-16	91633	11555	2558	89	50822	44297	62466	46944	29167	44689			8997	6525	15522	-15522
06-12-16	92138	9598	2185	53	51097	46841	60748	49079	31390	43059			7413	4256	11669	-11669
13-12-16	102029	16510	1479	849	49941	54505	67300	56833	34729	45196			15031	-4564	10467	-10467
20-12-16	56450	6861	895	312	20265	36409	27438	37616	29012	18834			5966	-16144	-10178	10178
27-12-16	58585	5633	921	316	21539	38527	27488	39764	31097	18821			4712	-16988	-12276	12276
03-01-17	66233	5644	1016	43	25848	45116	31535	46175	34698	20058			4628	-19268	-14640	14640
10-01-17	62059	4760	2620	42	27662	42615	32464	45277	29595	16782			2140	-14953	-12813	12813
17-01-17	62327	4694	2852	31	28843	39597	33568	42480	28759	19847			1842	-10754	-8912	8912
24-01-17	65336	4864	3168	900	30572	38493	36336	42561	29000	22775			1696	-7921	-6225	6225
31-01-17	68307	4647	3647	200	34480	46365	39327	50212	28980	18095			1000	-11885	-10885	10885
07-02-17	69438	4727	6415	200	37595	42494	42522	49109	26916	20329			-1688	-4899	-6587	6587
14-02-17	71643	4724	3435	1589	39477	43185	45790	48209	25853	23434			1289	-3708	-2419	2419
21-02-17	81724	9923	7638	5175	40158	49674	55256	62487	26468	19237			2285	-9516	-7231	7231
28-02-17	94112	11103	8131	8032	48536	49512	67671	65675	26441	28437			2972	-976	1996	-1996
07-03-17	96235	15912	8966	3590	51440	59428	70942	71984	25293	24251			6946	-7988	-1042	1042
14-03-17	93286	19037	10687	1039	44570	60811	64646	72537	28640	20749			8350	-16241	-7891	7891
21-03-17	49191	13983	4040	0	13105	29468	27088	33508	22103	15683			9943	-16363	-6420	6420
28-03-17	57078	16146	3776	0	14049	38130	30195	41906	26883	15172			12370	-24081	-11711	11711
04-04-17	55235	10628	3246	0	16222	35081	26850	38327	28385	16908			7382	-18859	-11477	11477
11-04-17	53898	10047	5480	212	17692	31875	27951	37567	25947	16331			4567	-14183	-9616	9616
18-04-17	59428	8845	6382	203	27047	32996	36095	39581	23333	19847			2463	-5949	-3486	3486
25-04-17	62290	8709	4471	1689	28371	39727	38769	45887	23521	16403			4238	-11356	-7118	7118
02-05-17	64780	5674	7595	1500	34376	39539	41550	48634	23230	16146			-1921	-5163	-7084	7084
09-05-17	72554	4315	9715	1995	44099	37194	50409	48904	22145	23650			-5400	6905	1505	-1505
16-05-17	71457	4597	9168	920	43370	37614	48887	47702	22570	23755			-4571	5756	1185	-1185
23-05-17	77826	3633	10219	923	49375	40057	53931	51199	23895	26627			-6586	9318	2732	-2732
30-05-17	77966	3978	12063	575	50584	39605	55137	52243	22829	25723			-8085	10979	2894	-2894
06-06-17	78376	4542	11885	906	50873	38979	56321	51770	22055	26606			-7343	11894	4551	-4551
13-06-17	91400	4923	10389	2144	58860	58601	65927	71134	25473	20266			-5466	259	-5207	5207
20-06-17	40503	3388	1642	0	15653	24033	19041	25675	21462	14828			1746	-8380	-6634	6634
27-06-17	40862	3510	1697	0	14865	26566	18375	28263	22487	12599			1813	-11701	-9888	9888
03-07-17	42671	3969	1690	0	17077	28879	21046	30569	21625	12102			2279	-11802	-9523	9523
11-07-17	45526	3879	1252	0	17213	32169	21092	33421	24434	12105			2627	-14956	-12329	12329
18-07-17	48357	3362	2083	0	19415	34018	22777	36101	25580	12256			1279	-14603	-13324	13324
25-07-17	55787	5005	3016	280	19505	39072	24790	42368	30997	13419			1989	-19567	-17578	17578
01-08-17	56755	3906	4297	0	20506	37982	24412	42279	32343	14476			-391	-17476	-17867	17867
08-08-17	59026	3919	4051	0	24373	40410	28292	44461	30734	14565			-132	-16037	-16169	16169
15-08-17	62053	3129	5041	0	23849	41711	26978	46752	35075	15301			-1912	-17862	-19774	19774
22-08-17	67563	3758	7227	283	33731	44340	37772	51850	29791	15713			-3469	-10609	-14078	14078
29-08-17	71328	3049	7004	0	37508	48938	40557	55942	30771	15386			-3955	-11430	-15385	15385
05-09-17	70008	3247	7275	2	44231	46498	47480	53775	22528	16233			-4028	-2267	-6295	6295
12-09-17	72189	3195	9034	807	45746	46592	49748	56433	22441	15756			-5839	-846	-6685	6685
19-09-17	43654	3915	3046	0	20687	24187	24602	27233	19052	16421			869	-3500	-2631	2631
26-09-17	45705	3947	2865	0	23274	26641	27221	29506	18484	16199			1082	-3367	-2285	2285
03-10-17	47574	4908	5284	0	24011	24516	28919	29800	18655	17774			-376	-505	-881	881
10-10-17	51627	4734	4855	1200	27109	27634	33043	33689	18584	17938			-121	-525	-646	646
17-10-17	53399	4865	4529	1200	28688	29578	34753	35307	18646	18092			336	-890	-554	554
24-10-17	60336	8220	7212	1100	32008	33737	41328	42049	19008	18287			1008	-1729	-721	721
31-10-17	63664	7737	7985	0	36806	38871	44543	46856	19121	16808			-248	-2065	-2313	2313
07-11-17	67082	8037	9762	0	40788	35157	48825	44919	18257	22163			-1725	5631	3906	-3906
14-11-17	67909	8070	8228	201	41353	36032	49624	44461	18285	23448			-158	5321	5163	-5163
21-11-17	73031	6405	8735	600	45295	35948	52300	45283	20731	27748			-2330	9347	7017	-7017
28-11-17	78758	9160	8868	1271	45613	39940	56044	50079	22714	28679			292	5673	5965	-5965
05-12-17	77526	9918	8893	450	44250	43846	54618	53189	22908	24337			1025	404	1429	-1429
12-12-17	97077	13204	8620	1130	60511	56463	74845	66213	22232	30864			4584	4048	8632	-8632
19-12-17	43745	3164	1632	0	21584	28045	24748	29677	18997	14068			1532	-6461	-4929	4929
26-12-17	51675	4418	2176	6	29259	32408	33683	34590	17992	17085			2242	-3149	-907	907
02-01-18	51912	2878	3666	0	30558	30976	33436	34642	18476	17270			-788	-418	-1206	1206
09-01-18	56671	3092	5106	0	33705	31415	36797	36521	19874	20150			-2014	2290	276	-276
16-01-18	55435	3278	4070	0	33703	35982	36981	40052	18454	15383			-792	-2279	-3071	3071
23-01-18	69703	5400	8711	1000	36228	47520	42628	57231	27075	12472			-3311	-11292	-14603	14603
30-01-18	75811	7145	3418	1000	37782	58616	45927	63034	29884	12777			3727	-20834	-17107	17107
06-02-18	78372	5097	26150	1035	42016	39097	48148	66282	30224	12090			-21053	2919	-18134	18134
13-02-18	77641	6137	17406	1000	53049	31314	60186	49720	17455	27921			-11269	21735	10466	-10466
20-02-18	77811	5032	15290	1000	53920	40095	59952	56385	17859	21426			-10258	13825	3567	-3567
27-02-18	85229	8743	14660	1284	57648	47848	67675	63792	17554	21437			-5917	9800	3883	-3883
